21_JUMP_STREET.srt 	21_JUMP_STREET_DVS90 	00:11:53,00 --> 00:12:00,50 	a woman with long blonde hair turns.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS300 	00:23:16,00 --> 00:23:21,50 	with a cold scowl, he turns to face the stranger.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS316 	00:24:10,00 --> 00:24:17,50 	someone turns his arm over revealing his concentration camp number.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS331 	00:25:04,00 --> 00:25:09,50 	the holocaust survivor turns.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS388 	00:32:27,00 --> 00:32:31,50 	she turns back to flesh and blood.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS407 	00:34:24,00 --> 00:34:34,50 	treading water, someone turns.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS480 	00:43:06,00 --> 00:43:12,50 	someone backs away a few feet, then turns and heads toward the building.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS518 	00:47:43,00 --> 00:47:49,50 	as she turns away, the shaggy-haired boy blows at the tank.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS520 	00:47:51,00 --> 00:47:57,50 	the girl turns back to the tank and finds all of the fish gone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS522 	00:47:57,00 --> 00:48:03,50 	as the boy turns back to the tank, someone and someone step up behind him.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS528 	00:48:28,00 --> 00:48:35,50 	inside someone's sub, someone removes her eyes from the viewfinder and turns to someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS546 	00:51:10,00 --> 00:51:15,50 	someone turns to the black-haired exotic dancer.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS590 	00:55:12,00 --> 00:55:17,50 	someone turns to the soldier
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS601 	00:56:16,00 --> 00:56:22,50 	the general escorts her inside and someone turns to someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS618 	00:57:45,00 --> 00:57:49,50 	someone turns to someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS653 	00:59:56,00 --> 00:59:59,50 	he turns away.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS662 	01:00:45,00 --> 01:00:50,50 	someone lowers his hand, then turns to someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS679 	01:01:57,00 --> 01:02:02,50 	someone turns from the pinball machine.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS716 	01:04:26,00 --> 01:04:37,50 	the recruits turn to the other window and find someone slaying soldiers and agents.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS722 	01:04:52,00 --> 01:04:58,50 	the recruits turn to see someone coming in from the other side.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS733 	01:06:37,00 --> 01:06:44,50 	someone reaches out to her, but she turns away and continues out with someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS742 	01:07:30,00 --> 01:07:35,50 	he shields her with his body and turns to stone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS750 	01:08:00,00 --> 01:08:05,50 	someone convulses, his form turning metallic.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS789 	01:10:32,00 --> 01:10:36,50 	all eyes turn on someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS901 	01:22:21,00 --> 01:22:25,50 	then turns his hand,
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS922 	01:25:05,00 --> 01:25:09,50 	her eyes turn yellow.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS955 	01:28:24,00 --> 01:28:32,50 	as the foot grows long and wide, things protrude from under the skin, which turns blue.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS970 	01:29:08,00 --> 01:29:14,50 	someone turns on her side and shape-shifts.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1055 	01:35:09,00 --> 01:35:19,50 	she's not turning around.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1055 	01:35:09,00 --> 01:35:19,50 	aral sea, you are ordered to turn around.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1072 	01:36:49,00 --> 01:36:56,50 	the cabin turns upside-down, startling the mutants on board.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1101 	01:39:36,00 --> 01:39:45,50 	someone turns.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1118 	01:40:40,00 --> 01:40:45,50 	someone keeps his palm turned down to the sea.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS81 	00:12:05,00 --> 00:12:11,50 	later, she walks into her hotel room and turns on the light.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS94 	00:13:32,00 --> 00:13:38,50 	she turns on the television and climbs into bed.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS112 	00:17:24,00 --> 00:17:30,50 	she sets down her glass and studies her phone and turns to the short man.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS158 	00:28:45,00 --> 00:28:49,50 	someone turns to someone, who glares at him.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS166 	00:31:58,00 --> 00:32:03,50 	grinning, she turns away and bites her lower lip.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS177 	00:34:18,00 --> 00:34:22,50 	someone turns and walks off.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS203 	00:39:01,00 --> 00:39:08,50 	back in her hotel, someone opens her bathroom door and turns on the light.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS241 	00:46:06,00 --> 00:46:12,50 	tuning an electric guitar, a red-haired woman, turns to the dark-haired bassist.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS248 	00:47:35,00 --> 00:47:39,50 	someone turns her back to the stage.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS257 	00:49:17,00 --> 00:49:22,50 	sighing, someone turns away.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS273 	00:52:53,00 --> 00:52:58,50 	someone turns and walks inside.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS281 	00:55:16,00 --> 00:55:22,50 	she turns into a parking space and smashes into a lamp post.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS296 	00:57:04,00 --> 00:57:09,50 	a black sedan slowly follows her as she turns a corner.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS382 	01:12:27,00 --> 01:12:33,50 	someone turns into someone and spills red punch on her shirt.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS387 	01:15:24,00 --> 01:15:29,50 	someone turns to someone and stares at her.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS416 	01:20:43,00 --> 01:20:49,50 	she turns toward someone then lays one hand against his face.
ZOMBIELAND.srt 	ZOMBIELAND_DVS25 	00:02:47,00 --> 00:02:52,50 	bumps and turns knock them off.
ZOMBIELAND.srt 	ZOMBIELAND_DVS82 	00:06:45,00 --> 00:06:54,50 	the narrator turns on his wipers to keep him at bay, then finishes reloading and shoots him in the shoulder.
ZOMBIELAND.srt 	ZOMBIELAND_DVS176 	00:17:19,00 --> 00:17:25,50 	turning, he sits up and slams her against the wall.
ZOMBIELAND.srt 	ZOMBIELAND_DVS240 	00:25:47,00 --> 00:25:52,50 	turning away, someone plugs his ears with his fingers.
ZOMBIELAND.srt 	ZOMBIELAND_DVS440 	00:49:58,00 --> 00:50:05,50 	the scraggly haired man stiffly shifts one shoulder then turns a corner.
ZOMBIELAND.srt 	ZOMBIELAND_DVS466 	00:54:17,00 --> 00:54:23,50 	someone turns his sad wry gaze on someone.
ZOMBIELAND.srt 	ZOMBIELAND_DVS641 	01:12:28,00 --> 01:12:35,50 	he smiles then turns to someone who wears a tactical vest loaded with weapons.
ZOMBIELAND.srt 	ZOMBIELAND_DVS693 	01:16:17,00 --> 01:16:29,50 	in slow motion, he releases the clips from his guns, turns to the counter behind him, and pounds the handles over new ammo clips.
ZOMBIELAND.srt 	ZOMBIELAND_DVS752 	01:20:46,00 --> 01:20:51,50 	he turns on the light and jumps back.
ZOMBIELAND.srt 	ZOMBIELAND_DVS758 	01:21:19,00 --> 01:21:24,50 	someone turns to the exit.
ZOOKEEPER.srt 	ZOOKEEPER_DVS63 	00:12:39,00 --> 00:12:45,50 	holding the porcupine, someone turns away.
ZOOKEEPER.srt 	ZOOKEEPER_DVS121 	00:26:27,00 --> 00:26:38,50 	he turns away sadly.
ZOOKEEPER.srt 	ZOOKEEPER_DVS149 	00:34:06,00 --> 00:34:10,50 	someone turns to leave.
ZOOKEEPER.srt 	ZOOKEEPER_DVS164 	00:36:28,00 --> 00:36:35,50 	someone and someone turn their backs.
ZOOKEEPER.srt 	ZOOKEEPER_DVS174 	00:38:08,00 --> 00:38:13,50 	someone turns back to someone.
ZOOKEEPER.srt 	ZOOKEEPER_DVS195 	00:44:27,00 --> 00:44:31,50 	someone turns away.
ZOOKEEPER.srt 	ZOOKEEPER_DVS201 	00:45:26,00 --> 00:45:31,50 	gorilla stops playing with his swinging ball and turns to find
ZOOKEEPER.srt 	ZOOKEEPER_DVS205 	00:46:13,00 --> 00:46:18,50 	he starts to turn away.
ZOOKEEPER.srt 	ZOOKEEPER_DVS281 	01:01:00,00 --> 01:01:06,50 	the other woman at someone's table turns to watch as well.
ZOOKEEPER.srt 	ZOOKEEPER_DVS284 	01:01:30,00 --> 01:01:35,50 	someone turns to the woman at her table.
ZOOKEEPER.srt 	ZOOKEEPER_DVS325 	01:13:00,00 --> 01:13:06,50 	blinking, he turns away from her.
ZOOKEEPER.srt 	ZOOKEEPER_DVS370 	01:22:48,00 --> 01:22:55,50 	someone turns his back to the goateed zookeeper.
ZOOKEEPER.srt 	ZOOKEEPER_DVS384 	01:25:37,00 --> 01:25:46,50 	turning, someone finds someone back in a zookeepers uniform.
ZOOKEEPER.srt 	ZOOKEEPER_DVS400 	01:28:55,00 --> 01:28:59,50 	steering wheel turning sharply around a bend.
