21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS382 	01:00:29,00 --> 01:00:36,50 	as someone watches his son leave, someone looks over at him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS387 	01:01:15,00 --> 01:01:25,50 	lifting his head, he looks over and finds her swirling her fingers over the flashlight, as she stares at the sky with a 	dreamy expression.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS403 	01:03:30,00 --> 01:03:35,50 	he looks at the framed photo of her.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS418 	01:06:32,00 --> 01:06:36,50 	he looks at her.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS433 	01:08:09,00 --> 01:08:16,50 	he looks at someone, who sits at the bar and gives an encouraging nod.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS442 	01:09:11,00 --> 01:09:16,50 	someone looks on, dazed.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS471 	01:14:13,00 --> 01:14:17,50 	spar looks away.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS491 	01:16:18,00 --> 01:16:24,50 	catching his breath, someone looks in at spar.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS500 	01:17:27,00 --> 01:17:32,50 	spar lazily looks over from his boulder.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS507 	01:18:06,00 --> 01:18:12,50 	as he glances toward someone, she looks away.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS513 	01:19:27,00 --> 01:19:32,50 	now, someone looks down at a peahen.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS531 	01:21:09,00 --> 01:21:15,50 	looking down, she watches him adjust his grip on her hand.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS544 	01:23:45,00 --> 01:23:52,50 	she regards him compassionately, then gets up, pats his leg, and looks him in the eye.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS571 	01:27:45,00 --> 01:27:55,50 	sitting beside him on the floor, he glances at his father's grief-stricken expression, then looks to the cage.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS600 	01:31:13,00 --> 01:31:19,50 	he looks back at his sleeping son and beams proudly.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS625 	01:32:44,00 --> 01:32:57,50 	in a field, someone stands on one leg, with her arms spread, 	as her children look on.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS626 	01:32:55,00 --> 01:33:13,50 	looking up from the computer, he remembers taking photos in the field as his wife and children frolic around him.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS713 	01:42:56,00 --> 01:43:05,50 	someone stares at his daughter, who looks up sweetly at the inspector.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS718 	01:43:21,00 --> 01:43:27,50 	someone looks down at the report, then holds it up to the others.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS721 	01:43:48,00 --> 01:43:54,50 	someone heads off, then stops to look back at the jubilant group.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS730 	01:44:47,00 --> 01:44:52,50 	someone turns and someone looks up.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS786 	01:51:44,00 --> 01:51:51,50 	someone looks out at the crowd, then glances at someone, and gives an overjoyed laugh.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS811 	01:54:16,00 --> 01:54:25,50 	someone looks at someone and someone, who pose with their arms draped over each other's 	shoulders.
WE_BOUGHT_A_ZOO.srt 	WE_BOUGHT_A_ZOO_DVS841 	01:58:10,00 --> 01:58:17,50 	someone looks up at someone, who smiles.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS126 	00:13:49,00 --> 00:13:53,50 	he looks at the shots.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS146 	00:18:47,00 --> 00:18:53,50 	someone wakes, then slowly looks over her shoulder.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS200 	00:24:17,00 --> 00:24:21,50 	she looks back at her sister and nods.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS222 	00:28:23,00 --> 00:28:29,50 	someone bites into an apple as he looks over her list.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS235 	00:31:17,00 --> 00:31:26,50 	wearing a t-shirt that reads "free licks," someone looks down at the sandwich, then takes an enormous bite.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS238 	00:31:29,00 --> 00:31:35,50 	as someone looks through them, someone holds up another.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS247 	00:33:27,00 --> 00:33:32,50 	someone looks around eagerly.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS275 	00:39:41,00 --> 00:39:47,50 	someone scrambles back into view, looking around wildly.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS278 	00:39:50,00 --> 00:39:59,50 	as someone looks away, she notices a man in a stylish cardigan sweater leaving his house.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS314 	00:44:30,00 --> 00:44:37,50 	someone slouches against the door, looks down, then gives gerry a little smile.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS317 	00:44:40,00 --> 00:44:48,50 	having the same characteristics as gerry, the puppet looks from someone to gerry and back again.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS319 	00:45:03,00 --> 00:45:08,50 	someone leans in to look at a file in someone's hands.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS370 	00:53:25,00 --> 00:53:31,50 	someone looks past the statue at someone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS373 	00:53:36,00 --> 00:53:42,50 	someone's jaw goes slack and she looks over at someone who grins at her.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS386 	00:55:27,00 --> 00:55:33,50 	he looks at it, then thoughtfully rubs it against his chin.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS387 	00:55:30,00 --> 00:55:36,50 	leaning his elbows on a railing, he looks out the city lights.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS407 	00:57:56,00 --> 00:58:03,50 	she looks over the first group of sculptures, which depicts a wedding party.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS465 	01:05:30,00 --> 01:05:36,50 	as they face each other, he looks into her eyes, then lowers his gaze.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS467 	01:05:55,00 --> 01:06:00,50 	he opens her shirt, looks at her naked body,
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS481 	01:07:29,00 --> 01:07:33,50 	she looks at him.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS546 	01:15:12,00 --> 01:15:19,50 	someone frowns, sniffing the air, and looks around.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS573 	01:18:44,00 --> 01:18:49,50 	someone looks back and forth between them, working her mouth.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS601 	01:21:30,00 --> 01:21:34,50 	he continues down without looking up.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS630 	01:26:24,00 --> 01:26:29,50 	the father looks from him to someone.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS634 	01:27:53,00 --> 01:27:59,50 	looking on, her mother gives an approving wink and nod.
WHATS_YOUR_NUMBER.srt 	WHATS_YOUR_NUMBER_DVS719 	01:36:29,00 --> 01:36:36,50 	as she peers over his shoulder looking for someone, a second guard approaches.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS106 	00:07:04,00 --> 00:07:10,50 	he looks down at the coin, his hands shaking with effort.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS116 	00:07:40,00 --> 00:07:46,50 	with hesitation, the boy turns and looks down at his mother.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS144 	00:09:14,00 --> 00:09:18,50 	someone looks down at the token.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS161 	00:10:33,00 --> 00:10:37,50 	a beautiful blonde looks on.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS173 	00:13:02,00 --> 00:13:08,50 	looking up from his work, he takes in her natural scaly form.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS237 	00:18:03,00 --> 00:18:09,50 	wide eyed, the agent looks over her shoulder and scans the room.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS253 	00:19:33,00 --> 00:19:41,50 	someone looks to a lanky man, with a mane of black hair, seated at a bar, and twirls his finger.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS291 	00:22:52,00 --> 00:22:58,50 	he blinks and looks away with a tightened jaw.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS353 	00:28:17,00 --> 00:28:22,50 	someone looks on calmly.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS359 	00:29:49,00 --> 00:29:54,50 	someone and someone swap looks.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS481 	00:43:13,00 --> 00:43:18,50 	someone looks away, uncertain.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS482 	00:43:17,00 --> 00:43:23,50 	now someone looks at the giant golf-ball-like structure.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS507 	00:46:24,00 --> 00:46:30,50 	as they look at her, the young woman twitches a smile.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS550 	00:51:33,00 --> 00:51:37,50 	he looks away.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS555 	00:52:13,00 --> 00:52:20,50 	they retreat behind the wall, then lean their bodies to look out the window again.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS576 	00:54:22,00 --> 00:54:29,50 	craning his neck, someone looks down at the road and sees soldiers guarding a roadblock up ahead.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS666 	01:01:14,00 --> 01:01:22,50 	in the courtyard, two agents pass the window and look in at angel, someone, someone, and someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS676 	01:01:52,00 --> 01:01:57,50 	she returns her eyes to angel, who looks away.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS729 	01:06:10,00 --> 01:06:14,50 	someone looks away.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS731 	01:06:18,00 --> 01:06:25,50 	with a vulnerable pout, the young woman swallows and looks down at his extended hand.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS759 	01:08:26,00 --> 01:08:34,50 	in moscow, the russian general looks out at a military parade through from a balcony.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS781 	01:09:50,00 --> 01:09:56,50 	he fearfully lowers the phone, then looks back at someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS788 	01:10:28,00 --> 01:10:33,50 	someone hangs his head and someone looks away.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS939 	01:27:13,00 --> 01:27:17,50 	he looks at someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS944 	01:27:42,00 --> 01:27:49,50 	he glances over his shoulder, then looks at the finger-like toes of his right foot.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS952 	01:28:14,00 --> 01:28:20,50 	he glances aside, then looks at his right foot again.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1017 	01:31:39,00 --> 01:31:52,50 	someone looks on, wearing clothes but in her natural form.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1044 	01:34:33,00 --> 01:34:37,50 	the captain looks over the bridge
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1095 	01:38:54,00 --> 01:38:59,50 	someone looks at someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1095 	01:38:54,00 --> 01:38:59,50 	someone looks on.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1136 	01:41:44,00 --> 01:41:48,50 	the captain looks on.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1184 	01:45:45,00 --> 01:45:50,50 	he removes the burning disc, then looks up.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1194 	01:46:39,00 --> 01:46:44,50 	the american officer looks on.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1222 	01:49:14,00 --> 01:49:27,50 	he looks at someone, who shifts into mystique.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1224 	01:50:03,00 --> 01:50:10,50 	pressed against the wall, someone looks at someone, who grins, baring only his top teeth.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1239 	01:51:39,00 --> 01:51:44,50 	someone looks on behind him.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1251 	01:52:52,00 --> 01:52:59,50 	the mutants look on.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1261 	01:53:53,00 --> 01:54:00,50 	he looks at someone and nods.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1283 	01:55:42,00 --> 01:55:46,50 	someone looks at someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1305 	01:57:45,00 --> 01:57:50,50 	someone looks at someone, who lies in his arms.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1310 	01:58:32,00 --> 01:58:38,50 	he looks at someone and curtly beckons her to approach.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1317 	01:59:30,00 --> 01:59:35,50 	she looks to someone again.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1321 	01:59:58,00 --> 02:00:03,50 	she kisses his forehead, then looks to someone.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1346 	02:03:57,00 --> 02:04:02,50 	someone looks to his right, as does someone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS29 	00:03:13,00 --> 00:03:17,50 	it reads "look who's arrived.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS146 	00:25:46,00 --> 00:25:51,50 	she looks down and pulls up the front of her dress.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS182 	00:34:50,00 --> 00:34:55,50 	someone looks up and takes off the goggles.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS252 	00:48:25,00 --> 00:48:29,50 	she looks across the room.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS258 	00:49:19,00 --> 00:49:24,50 	someone looks from the band to someone then back again.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS428 	01:23:09,00 --> 01:23:14,50 	she stares at someone's sister then looks away.
ZOMBIELAND.srt 	ZOMBIELAND_DVS158 	00:16:08,00 --> 00:16:12,50 	he reaches out but she looks up.
ZOMBIELAND.srt 	ZOMBIELAND_DVS216 	00:23:21,00 --> 00:23:27,50 	the narrator edges back as he looks on, his chest heaving.
ZOMBIELAND.srt 	ZOMBIELAND_DVS242 	00:25:50,00 --> 00:25:56,50 	someone looks to her little sister who gives a brave nod.
ZOMBIELAND.srt 	ZOMBIELAND_DVS335 	00:38:29,00 --> 00:38:35,50 	she looks back at him and he pointedly glances at someone who sits gaping.
ZOMBIELAND.srt 	ZOMBIELAND_DVS346 	00:39:45,00 --> 00:39:51,50 	someone eyes someone then looks away just as she turns to face him.
ZOMBIELAND.srt 	ZOMBIELAND_DVS499 	00:58:29,00 --> 00:58:34,50 	someone looks at her.
ZOMBIELAND.srt 	ZOMBIELAND_DVS528 	01:02:08,00 --> 01:02:13,50 	they separate enough to look into each other's eyes.
ZOMBIELAND.srt 	ZOMBIELAND_DVS560 	01:05:40,00 --> 01:05:48,50 	in a nearby town, four scavenging zombies look toward the electrified amusement park.
ZOMBIELAND.srt 	ZOMBIELAND_DVS640 	01:12:25,00 --> 01:12:29,50 	someone looks toward the tower.
ZOMBIELAND.srt 	ZOMBIELAND_DVS674 	01:14:56,00 --> 01:15:01,50 	he looks around nervously.
ZOOKEEPER.srt 	ZOOKEEPER_DVS93 	00:20:05,00 --> 00:20:11,50 	she walks away from him and looks at the monkey.
ZOOKEEPER.srt 	ZOOKEEPER_DVS98 	00:20:49,00 --> 00:20:54,50 	the giraffe looks on.
ZOOKEEPER.srt 	ZOOKEEPER_DVS159 	00:35:49,00 --> 00:35:53,50 	the women quickly look away.
ZOOKEEPER.srt 	ZOOKEEPER_DVS164 	00:36:28,00 --> 00:36:35,50 	someone looks at the wolf.
ZOOKEEPER.srt 	ZOOKEEPER_DVS181 	00:39:30,00 --> 00:39:35,50 	someone looks from the giraffe to someone.
ZOOKEEPER.srt 	ZOOKEEPER_DVS246 	00:55:00,00 --> 00:55:05,50 	nodding along to the beat, he looks to an apartment building.
ZOOKEEPER.srt 	ZOOKEEPER_DVS260 	00:56:43,00 --> 00:56:49,50 	as someone's eyes meet his, he quickly looks away.
ZOOKEEPER.srt 	ZOOKEEPER_DVS268 	00:59:22,00 --> 00:59:29,50 	someone looks around the ballroom.
ZOOKEEPER.srt 	ZOOKEEPER_DVS311 	01:09:15,00 --> 01:09:20,50 	someone looks up at someone who nods.
ZOOKEEPER.srt 	ZOOKEEPER_DVS335 	01:14:57,00 --> 01:15:02,50 	she looks in a cage.
ZOOKEEPER.srt 	ZOOKEEPER_DVS347 	01:17:54,00 --> 01:18:14,50 	someone drops his pained gaze then returns it to someone who looks away.
